,kama,sharp,size
10,0.988428798477,1.02968459853,10
11,0.870473120404,1.03134542012,11
12,1.90965969102,0.69587185277,12
13,0.189017829971,0.0758648430102,13
14,5.85840539121,0.186197931145,14
